label,sms,change_sms,nltk,num_words
1,,,dislodge entri number wkli comp win fa cup final tkts number st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli turn routine,25
1,,,discharge entri number wkli comp win fa cup final tkts number st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
0,And popping &lt;#&gt; ibuprofens was no help.,and popping ltgt ibuprofens was no help,pop ltgt ibuprofen help,4
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most of the tiime when i do not let you hug me it is so i do not break into tears,tiim let hug break tear,5
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,you have a secret admirer reveal who thinks you r so special call number to opt out cust care number ,secret admir reveal think r special call number opt cust care number,12
1,,,free entri number wkli comp win fa transfuse final tkts numeral st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,relieve entri list wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,If you r @ home then come down within 5 min,if you are home then come down within number min,home come within number min,5
0,I think chennai well settled?,i think chennai well settled,think chennai well settl,4
1,,,exempt entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
1,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,reply to win moneysymbol number weekly where will the number fifa world cup be held send stop to number to end service,repli win moneysymbol number week number fifa world cup hold send stop number end servic,15
0,Aight do you still want to get money,aight do you still want to get money,aight still want get money,5
1,,,free entri act wkli comp win fa cup final tkts number st may turn text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may numerate textbook fa number receiv entri questionstd txt ratetc appli number number,25
0,"Sorry, I can't text &amp; drive coherently, see you in twenty",sorry i cannot text amp drive coherently see you in twenty,sorri text amp drive coher see twenti,7
0,Do you know when the result.,do you know when the result,know result,2
0,K and you're sure I don't have to have consent forms to do it :V,k and you are sure i do not have to have consent forms to do it v,k sure consent form v,5
1,,,free entri number wkli comp win fa cup final tkts number st may figure text fa number receiv entri questionstd txt ratetc appli number enumerate,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa come receiv entri questionstd txt ratetc appli number count,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa figure receiv entri questionstd txt ratetc appli number turn,25
0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya they are well and fine bbdpooja full link she become quite link you are rite here its too cold wearing sweatter,ya well fine bbdpooja full link becom quit link rite cold wear sweatter,13
0,"Haha yeah I see that now, be there in a sec",haha yeah i see that now be there in a sec,haha yeah see sec,4
1,,,rid entri number wkli comp win fa cup final tkts number st may number textbook fa number receiv entri questionstd txt ratetc appli number number,25
0,And miss vday the parachute and double coins??? U must not know me very well...,and miss vday the parachute and double coins you must not know me very well,miss vday parachut doubl coin must know well,8
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa issue receiv entri questionstd txt ratetc appli number issue,25
0,Thats cool princess! I will cover your face in hot sticky cum :),that is cool princess i will cover your face in hot sticky cum ,cool princess cover face hot sticki cum,7
1,,,free entri number wkli comp win fa cup concluding tkts number st may number text fa number receiv entri questionstd txt ratetc appli act number,25
0,This weekend is fine (an excuse not to do too much decorating),this weekend is fine an excuse not to do too much decorating,weekend fine excus much decor,5
0,I've reached sch already...,i have reached sch already,reach sch alreadi,3
0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting number my tv show number start lor you leh still busy doing you are report,wait number tv show number start lor leh still busi report,11
1,,,free entri number wkli comp win fa cup final tkts come st may number text fa amount receiv entri questionstd txt ratetc appli number number,25
1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,more people are dogging in your area now call number and join like minded guys why not arrange number yourself there is number this evening a moneysymbol number number minapn ls number bb,peopl dog area call number join like mind guy arrang number number even moneysymbol number number minapn ls number bb,20
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww that is the first time you said you missed me without asking if i missed you first you do love me ,aww first time say miss without ask miss first love,10
1,,,free entri number wkli comp win fa cup final tkts numeral st may number text fa number receiv entri questionstd txt ratetc appli count number,25
1,,,free entri number wkli comp win fa cup final tkts number st may act text fa number receiv entri questionstd txt ratetc appli number numeral,25
0,Or I guess  &lt;#&gt;  min,or i guess ltgt min,guess ltgt min,3
1,,,free entri number wkli comp profits fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli turn number,25
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,free entry in number a weekly comp for a chance to win an ipod txt pod to number to get entry call number ,free entri number week comp chanc win ipod txt pod number get entri call number,15
1,,,free entri number wkli comp win fa cup final tkts count st may number text fa number receiv entri questionstd txt ratetc appli bit number,25
0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes i think so i am in office but my lap is in room i think that is on for the last few days i did not shut that down,yes think offic lap room think last day shut,9
